episode_length,episode_return,is_terminal_step,percent_collected
501,25.849901,False,1.904762
501,51.000282,False,2.857143
501,39.30002,False,2.2222223
501,25.099876,False,2.5396826
501,39.800148,False,1.904762
501,39.70009,False,2.2222223
501,54.80033,False,2.5396826
501,16.199917,False,1.5873016
501,40.150276,False,2.2222223
501,52.85047,False,1.904762
501,37.89991,False,2.5396826
501,17.099901,False,2.2222223
501,39.699955,False,1.904762
501,54.700417,False,2.2222223
501,38.45014,False,2.2222223
501,42.00009,False,1.904762
501,39.20009,False,2.2222223
501,29.699886,False,2.2222223
501,51.85038,False,1.904762
501,27.099876,False,2.857143
501,64.800545,False,2.5396826
501,54.75052,False,1.904762
501,38.85009,False,1.904762
501,39.650093,False,2.2222223
501,51.200394,False,1.904762
501,51.350136,False,2.2222223
501,54.75029,False,2.2222223
501,39.85013,False,1.904762
501,52.05043,False,1.5873016
501,29.499878,False,1.904762
501,51.200317,False,2.5396826
501,49.000237,False,1.5873016
501,64.85031,False,1.904762
501,29.6999,False,2.2222223
501,39.700073,False,2.2222223
501,26.299908,False,2.2222223
501,51.250244,False,2.5396826
501,25.049894,False,1.904762
501,39.550087,False,2.2222223
501,42.000267,False,1.904762
501,39.500153,False,1.904762
501,39.65016,False,1.904762
501,42.200462,False,2.2222223
501,17.299927,False,2.2222223
501,38.80001,False,1.904762
501,52.150085,False,1.5873016
501,41.900246,False,2.2222223
501,52.6502,False,2.5396826
501,52.100266,False,2.2222223
501,54.550453,False,1.904762
501,39.79995,False,1.904762
501,53.85034,False,2.2222223
501,28.599901,False,1.5873016
501,42.050285,False,1.5873016
501,42.35035,False,1.5873016
501,42.200394,False,1.904762
501,54.500473,False,1.904762
501,42.400307,False,1.5873016
501,39.800217,False,2.5396826
501,29.650047,False,2.2222223
501,39.00016,False,2.857143
501,37.799995,False,2.5396826
501,52.15027,False,1.904762
501,39.300117,False,2.857143
501,28.649864,False,2.2222223
501,39.900185,False,2.2222223
501,39.9003,False,1.904762
501,52.30008,False,1.904762
501,29.650024,False,1.5873016
501,29.799871,False,1.904762
501,50.90033,False,1.904762
501,29.799955,False,1.904762
501,26.99988,False,2.5396826
501,39.850266,False,2.2222223
501,28.699883,False,1.904762
501,29.749908,False,1.904762
501,16.299921,False,1.904762
501,42.15043,False,1.904762
501,29.399914,False,2.2222223
501,51.30014,False,2.2222223
501,26.349878,False,1.904762
501,52.200424,False,1.904762
501,63.200386,False,2.5396826
501,27.199932,False,1.904762
501,39.70028,False,2.2222223
501,41.20012,False,1.5873016
501,29.69992,False,1.904762
501,42.30046,False,2.5396826
501,39.5002,False,1.904762
501,27.249922,False,2.2222223
501,27.249882,False,2.2222223
501,42.200195,False,2.5396826
501,41.800278,False,2.2222223
501,52.10029,False,1.904762
501,29.699932,False,2.2222223
501,52.15043,False,1.5873016
501,38.70011,False,1.5873016
501,41.000267,False,1.5873016
501,62.6504,False,2.2222223
501,40.350098,False,2.857143
501,38.800255,False,1.904762
501,42.10038,False,1.5873016
501,52.350258,False,2.2222223
501,52.250404,False,1.904762
501,52.250168,False,2.2222223
501,67.25047,False,1.904762
501,52.10045,False,2.2222223
501,39.65004,False,1.904762
501,41.70024,False,2.2222223
501,14.249947,False,0.63492066
501,54.650375,False,1.904762
501,42.3003,False,2.2222223
501,27.249857,False,2.2222223
501,27.299902,False,2.2222223
501,29.349958,False,2.5396826
501,42.25035,False,2.2222223
501,50.250412,False,2.2222223
501,29.650013,False,1.904762
501,39.70003,False,1.904762
501,39.90004,False,2.5396826
501,39.75004,False,1.904762
501,16.949928,False,2.2222223
501,53.70041,False,1.904762
501,27.199888,False,2.2222223
501,39.700317,False,2.5396826
501,39.85005,False,2.2222223
501,24.099861,False,2.5396826
501,54.50049,False,0.952381
501,26.199871,False,1.5873016
501,29.64999,False,1.5873016
501,41.35009,False,1.5873016
501,27.749916,False,2.2222223
501,39.550186,False,2.2222223
501,39.700165,False,2.5396826
501,29.59997,False,1.904762
501,40.60005,False,2.2222223
501,29.850006,False,1.5873016
501,39.850258,False,1.904762
501,38.850098,False,2.2222223
501,51.850426,False,2.2222223
501,37.749928,False,2.5396826
501,29.799889,False,2.2222223
501,39.900032,False,2.2222223
501,64.65047,False,2.5396826
501,27.3499,False,2.5396826
501,28.449877,False,2.2222223
501,54.85048,False,2.2222223
501,64.10053,False,2.5396826
501,39.75009,False,2.2222223
501,53.55047,False,1.904762
501,27.299913,False,2.2222223
501,42.15029,False,1.5873016
501,38.50019,False,1.904762
501,54.700363,False,1.904762
501,51.200386,False,2.2222223
501,52.100304,False,2.5396826
501,52.300278,False,2.2222223
501,41.250397,False,1.904762
501,42.00007,False,2.5396826
501,42.050323,False,1.904762
501,39.800247,False,2.5396826
501,38.750137,False,2.5396826
501,42.35029,False,2.2222223
501,40.850067,False,2.2222223
501,39.850082,False,1.904762
501,38.70012,False,2.2222223
501,53.450348,False,2.2222223
501,77.3005,False,2.2222223
501,51.15026,False,1.5873016
501,52.400414,False,2.5396826
501,27.349874,False,2.2222223
501,29.849995,False,1.904762
501,27.249876,False,2.5396826
501,63.700455,False,1.904762
501,51.650185,False,2.2222223
501,37.900085,False,1.5873016
501,39.100418,False,2.5396826
501,27.34987,False,1.904762
501,52.150322,False,2.2222223
501,28.349909,False,2.2222223
501,51.800316,False,1.5873016
501,48.15033,False,2.2222223
501,38.650024,False,2.2222223
501,39.75013,False,1.904762
501,39.70008,False,2.2222223
501,29.499865,False,2.2222223
501,39.75023,False,2.2222223
501,38.600014,False,2.2222223
501,39.750298,False,2.5396826
501,54.450325,False,2.2222223
501,41.350166,False,2.2222223
501,64.95054,False,2.2222223
501,64.0505,False,2.5396826
501,50.15046,False,2.2222223
501,38.85006,False,1.5873016
501,39.800026,False,1.904762
501,52.20044,False,2.5396826
501,63.650505,False,1.904762
501,40.200096,False,1.904762
501,29.649963,False,2.5396826
501,17.099905,False,1.904762
501,36.700024,False,2.2222223
501,39.449944,False,1.904762
501,42.100304,False,1.904762
501,26.199892,False,1.904762
501,41.300156,False,1.5873016
501,41.30033,False,1.904762
501,42.100494,False,1.904762
501,54.70053,False,1.904762
501,38.25013,False,2.5396826
501,39.950165,False,1.5873016
501,42.200264,False,2.2222223
501,41.30014,False,1.904762
501,64.45029,False,1.904762
501,51.700294,False,2.2222223
501,39.749985,False,1.904762
501,51.300285,False,1.904762
501,27.799896,False,2.2222223
501,27.249945,False,1.904762
501,42.300232,False,2.2222223
501,39.650124,False,2.2222223
501,49.650467,False,2.2222223
501,54.8003,False,1.904762
501,29.649912,False,1.904762
501,51.35035,False,1.5873016
501,38.850048,False,1.904762
501,50.200394,False,1.5873016
501,63.7005,False,1.904762
501,25.999903,False,2.5396826
501,54.650505,False,2.2222223
501,27.249866,False,1.5873016
501,42.100082,False,1.5873016
501,29.200027,False,1.904762
501,39.700157,False,2.2222223
501,39.650215,False,2.2222223
501,41.05031,False,1.904762
501,27.249895,False,2.2222223
501,29.84998,False,2.2222223
501,27.399933,False,2.2222223
501,39.800217,False,1.5873016
501,-87.74967,False,1.904762
501,64.750465,False,1.904762
501,28.749912,False,2.2222223
501,42.150406,False,2.5396826
501,63.50051,False,2.2222223
501,42.150322,False,2.2222223
501,39.550102,False,1.904762
501,28.59991,False,1.904762
501,37.299957,False,2.5396826
501,26.24993,False,2.5396826
501,37.699932,False,1.904762
501,51.85019,False,2.2222223
501,50.850426,False,2.5396826
501,16.949877,False,1.904762
501,17.199898,False,2.2222223
501,29.249922,False,2.5396826
501,29.649925,False,1.904762
501,14.1999445,False,1.904762
501,64.65047,False,1.904762
501,39.750027,False,1.5873016
501,41.700287,False,2.2222223
501,39.800102,False,1.904762
501,14.549948,False,2.2222223
501,38.750134,False,2.2222223
501,52.200294,False,2.2222223
501,17.099918,False,1.904762
501,41.300255,False,2.2222223
501,52.100395,False,2.2222223
501,39.80004,False,1.904762
501,42.300217,False,2.2222223
501,29.79991,False,1.5873016
501,52.250343,False,2.5396826
501,29.799911,False,2.5396826
501,53.85022,False,2.2222223
501,52.25029,False,2.5396826
501,29.69993,False,1.904762
501,27.099882,False,1.904762
501,26.349886,False,2.857143
501,41.300232,False,2.857143
501,28.649878,False,1.904762
501,42.20037,False,2.2222223
501,27.099892,False,2.2222223
501,26.899893,False,1.904762
501,29.700022,False,2.5396826
501,35.749886,False,2.2222223
501,38.199883,False,2.2222223
501,51.95044,False,2.2222223
501,25.949863,False,2.857143
501,42.250435,False,2.2222223
501,42.300262,False,1.904762
501,40.15049,False,2.2222223
501,29.849922,False,1.5873016
501,17.249937,False,2.2222223
501,14.749983,False,2.5396826
501,39.600113,False,2.2222223
501,42.200172,False,1.904762
501,39.800148,False,1.904762
501,39.750237,False,1.5873016
501,29.850037,False,1.2698413
501,51.500328,False,2.2222223
501,38.89998,False,1.904762
501,-47.999844,False,2.857143
501,28.799911,False,2.2222223
501,52.000427,False,2.2222223
501,26.099897,False,2.857143
501,54.250465,False,2.2222223
501,42.30033,False,1.904762
501,64.80028,False,2.5396826
501,26.200138,False,2.2222223
501,41.100143,False,2.5396826
501,39.500027,False,2.2222223
501,53.400337,False,1.904762
501,39.850067,False,1.904762
501,39.650246,False,1.904762
501,29.70006,False,1.904762
501,39.800003,False,1.904762
501,39.250046,False,1.5873016
501,26.94988,False,2.5396826
501,29.749956,False,2.5396826
501,39.700172,False,2.2222223
501,28.649874,False,2.2222223
501,52.350357,False,2.2222223
501,42.300232,False,2.2222223
501,41.200188,False,1.904762
501,26.549946,False,2.5396826
501,41.85012,False,2.2222223
501,52.05053,False,2.2222223
501,28.799892,False,2.2222223
501,39.89998,False,2.2222223
501,51.300354,False,1.5873016
501,38.700058,False,2.2222223
501,41.850296,False,2.2222223
501,52.200424,False,2.2222223
501,26.099857,False,1.904762
501,42.350334,False,1.904762
501,54.700317,False,2.5396826
501,4.5999537,False,2.5396826
501,27.299871,False,2.2222223
501,29.599903,False,1.904762
501,38.59989,False,1.904762
501,54.800537,False,2.857143
501,29.79999,False,2.5396826
501,52.20037,False,2.857143
501,39.850006,False,1.904762
501,42.250122,False,1.904762
501,27.34988,False,1.5873016
501,42.350273,False,1.904762
501,28.799923,False,2.5396826
501,38.55018,False,1.5873016
501,54.70047,False,1.904762
501,29.299925,False,2.5396826
501,40.850067,False,2.5396826
501,50.85031,False,1.904762
501,27.24987,False,1.904762
501,41.750343,False,2.5396826
501,64.75049,False,2.5396826
501,52.700333,False,1.904762
501,64.700356,False,1.904762
501,54.40033,False,2.2222223
501,42.20009,False,2.2222223
501,16.949907,False,1.904762
501,29.549978,False,1.904762
501,52.25045,False,2.2222223
501,54.65033,False,1.904762
501,42.250107,False,2.2222223
501,29.799881,False,2.857143
501,29.84991,False,2.857143
501,41.000267,False,2.5396826
501,28.699963,False,2.5396826
501,25.949907,False,2.2222223
501,41.350258,False,1.904762
501,27.849874,False,1.904762
501,26.99988,False,1.904762
501,48.85029,False,1.904762
501,28.849943,False,2.5396826
501,27.149906,False,1.904762
501,39.70009,False,1.904762
501,39.550064,False,1.904762
501,28.749874,False,2.2222223
501,38.34998,False,2.5396826
501,39.79998,False,2.2222223
501,36.600037,False,1.904762
501,40.10012,False,1.904762
501,54.650482,False,1.904762
501,40.70022,False,2.2222223
501,14.349969,False,1.904762
501,39.80011,False,2.5396826
501,39.800064,False,2.5396826
501,42.10029,False,2.2222223
501,29.699982,False,1.904762
501,39.700012,False,2.5396826
501,64.85054,False,2.2222223
501,39.400177,False,2.5396826
501,39.75009,False,1.904762
501,42.30033,False,1.904762
501,52.25032,False,1.904762
501,67.30055,False,1.5873016
501,51.200302,False,1.904762
501,53.55033,False,1.904762
501,52.400284,False,2.2222223
501,29.800022,False,2.5396826
501,37.900192,False,1.904762
501,39.750244,False,2.2222223
501,51.65023,False,1.904762
501,39.399998,False,1.904762
501,51.300323,False,1.5873016
501,26.899902,False,2.2222223
501,52.35034,False,1.5873016
501,26.999903,False,2.2222223
501,52.65046,False,1.904762
501,41.80034,False,1.904762
501,39.80005,False,1.904762
501,39.90007,False,2.2222223
501,39.64997,False,2.5396826
501,37.599876,False,2.2222223
501,42.20031,False,2.2222223
501,50.200554,False,1.904762
501,39.750114,False,2.2222223
501,26.199905,False,2.2222223
501,27.6499,False,1.5873016
501,42.150276,False,1.904762
501,29.749928,False,1.904762
501,38.54995,False,2.857143
501,29.799889,False,2.2222223
501,29.850025,False,2.2222223
501,39.8,False,1.5873016
501,50.35025,False,2.2222223
501,41.100273,False,2.2222223
501,38.850067,False,1.904762
501,51.150093,False,1.904762
501,25.299904,False,2.2222223
501,42.300217,False,2.2222223
501,52.20031,False,1.904762
501,52.100334,False,1.904762
501,52.200287,False,2.857143
501,39.799957,False,1.5873016
501,39.750175,False,2.2222223
501,13.799976,False,2.2222223
501,39.950317,False,2.2222223
501,50.30031,False,2.2222223
501,37.750237,False,2.5396826
501,28.649858,False,2.2222223
501,39.000206,False,2.2222223
501,39.850048,False,1.904762
501,39.55024,False,2.2222223
501,52.65052,False,2.2222223
501,52.000107,False,2.2222223
501,54.800484,False,1.904762
501,39.850048,False,2.2222223
501,38.850105,False,1.904762
501,54.650436,False,2.5396826
501,29.69997,False,2.5396826
501,52.35028,False,2.5396826
501,29.8,False,1.904762
501,38.700073,False,1.904762
501,42.20022,False,1.904762
501,39.750145,False,2.2222223
501,54.850304,False,1.904762
501,39.750206,False,2.2222223
501,28.79991,False,2.2222223
501,39.65013,False,2.5396826
501,51.250298,False,2.2222223
501,52.200127,False,2.5396826
501,42.25025,False,2.2222223
501,39.449966,False,1.5873016
501,64.75039,False,2.2222223
501,29.749994,False,2.5396826
501,53.750404,False,2.5396826
501,64.600494,False,2.857143
501,42.3003,False,2.2222223
501,25.199915,False,2.5396826
501,39.650215,False,1.904762
501,38.700043,False,1.904762
501,51.400375,False,2.857143
501,15.299873,False,1.904762
501,39.500175,False,1.904762
501,39.54996,False,1.904762
501,29.899878,False,2.2222223
501,17.299894,False,1.904762
501,29.649889,False,2.2222223
501,41.200447,False,2.5396826
501,42.150322,False,2.857143
501,52.100304,False,2.5396826
501,27.349913,False,1.5873016
501,27.349913,False,2.5396826
501,40.250107,False,1.904762
501,42.4001,False,2.2222223
501,38.800163,False,1.904762
501,52.400352,False,1.904762
501,54.350372,False,2.2222223
501,26.29992,False,1.904762
501,27.299877,False,2.2222223
501,42.200287,False,1.904762
501,54.650482,False,2.2222223
501,42.250343,False,1.904762
501,42.100174,False,1.5873016
501,39.850266,False,1.904762
501,39.54994,False,2.2222223
501,51.150467,False,1.904762
501,27.149923,False,2.5396826
501,29.749893,False,1.904762
501,27.299875,False,2.2222223
501,39.800095,False,1.904762
501,51.300285,False,1.904762
501,41.20012,False,2.2222223
501,51.30033,False,1.904762
501,28.749916,False,1.904762
501,27.249876,False,1.5873016
501,52.050415,False,2.5396826
501,37.79991,False,2.5396826
501,37.750183,False,2.2222223
501,28.599916,False,1.5873016
501,52.250282,False,2.5396826
501,26.199883,False,1.904762
